影片 ID,影片標題,發布日期,時長,觀看次數,按讚數,留言數,"觀看時數
(小時)",曝光次數,"曝光點
閱率(%)","預估收益
(USD)"
C84osIHq2wo,LINE Rangers || 任務解說-尋找隱藏的Mikey ||,2023-08-08,1:49,"3,925",67,25,N/A,N/A,N/A,N/A
TJqZd8LELUY,Line Rangers-觀眾投稿EP.146 || 3 NFT PVP ||,2023-05-06,2:24,"3,925",54,21,N/A,N/A,N/A,N/A
UbsJJz3mV6Y,Line Rangers隨手拍EP.111 || 樂隊饅頭人－平民礙礦輔助副坦！ ||,2025-09-27,6:15,"3,904",46,21,N/A,N/A,N/A,N/A
VxSLzF_pPqI,Line Rangers P寵大全EP.23 || 別西卜－P寵傷害也在通膨？ ||,2026-02-13,3:27,"3,895",44,9,N/A,N/A,N/A,N/A
aFC4mKHbfrI,Line Rangers-觀眾投稿EP.433 || 泳鏡闇詹！？站位衝上500點！ ||,2025-01-08,2:45,"3,894",49,13,N/A,N/A,N/A,N/A
TZFkJl7KOpw,Line Rangers-觀眾投稿EP.275 || 死者熊大超強卡位，甚至卡死180等大佬? ||,2024-01-30,2:11,"3,894",40,23,N/A,N/A,N/A,N/A
nrEebqVXLVQ,(有字幕)Line Rangers 數據分析EP.64 || 增礦抗性新線索！還有出動暗殺2？ ||,2025-02-18,5:43,"3,891",71,12,N/A,N/A,N/A,N/A
nG1gSq_-8BQ,Line Rangers-觀眾投稿EP.122 || 精靈聖誕莎莉毅力超猛！對空表示：很難過 ||,2023-03-18,2:16,"3,884",35,30,N/A,N/A,N/A,N/A
ZH2UexKwdFU,Line Ranger ||1關~12關主困敵人技能能力分析+主困攻略分析 ||,2022-03-16,2:20,"3,871",42,28,N/A,N/A,N/A,N/A
L0qCNGp5-ts,(有字幕)Line Rangers-觀眾投稿EP.513 || 超強防禦－12連勝的大師防守局！ ||,2025-07-20,4:15,"3,846",46,26,N/A,N/A,N/A,N/A
6HLTM9E3U4Y,Line Ranger-觀眾投稿EP.19 || 不講武德的畫家-達文西莎莉 ||,2022-06-19,2:41,"3,830",32,12,N/A,N/A,N/A,N/A
Xt2e5xtAxx8,Line Rangers-觀眾投稿EP.567 || 芙莉蓮－靠她沒河童上大二!? ||,2026-01-21,5:24,"3,823",42,29,N/A,N/A,N/A,N/A
YS9-3ZS4lyQ,Line Rangers-觀眾投稿EP.268 || 中秋入坑的課長？無條件中秋裝上陣！ ||,2024-01-19,1:50,"3,813",44,13,N/A,N/A,N/A,N/A
HFgMy6Pzk3Y,Line Rangers隨手拍EP.57 || 迷宮攻略－Lv3挑戰(下) ||,2024-03-03,2:33,"3,810",33,18,N/A,N/A,N/A,N/A
4UYKIyeq7-8,(有字幕)Line Rangers隨手拍EP.96 || 偶像莎莉－牆頭草兩邊倒的能力！ ||,2025-05-17,4:50,"3,795",57,3,N/A,N/A,N/A,N/A
NwcSCAaYEMk,Line Ranger-觀眾投稿EP.2 || 當你出寵會透支時... ||,2021-11-25,2:34,"3,791",25,18,N/A,N/A,N/A,N/A
SwON9Nx5jGI,Line Rangers始祖系列特別篇 || 擊退老寵，再戰一回！ ||,2023-03-29,4:41,"3,788",57,18,N/A,N/A,N/A,N/A
kkjUVvkrhok,(沒有字幕)Line Rangers-觀眾投稿EP.507 || 皮艇莎莉－平民坦中的數值怪！ || @麻吉-e1c,2025-07-04,5:12,"3,780",29,14,N/A,N/A,N/A,N/A
OulNlPMBK9g,Line Rangers-觀眾投稿EP.289 || 費倫與她的武器，其實效果還蠻不錯的？ ||,2024-02-28,2:34,"3,778",35,5,N/A,N/A,N/A,N/A
JMzRdQw-Lkw,Line Rangers-觀眾投稿EP.56 || 裝備不配好，連木飛都可以把主唱打爆！！ ||,2022-10-11,2:41,"3,776",41,28,N/A,N/A,N/A,N/A
078FnNS6qRY,Line Rangers-觀眾投稿EP.550 || 連擊流河童－一次打兩下的爽感！ ||,2025-11-27,4:40,"3,774",40,25,N/A,N/A,N/A,N/A
efnlq7BwDF8,Line Rangers-觀眾投稿EP.543 || 傳奇公會戰－世界第一的防守片段！ ||,2025-10-23,9:38,"3,761",58,20,N/A,N/A,N/A,N/A
hv2rdqOWcbg,Line Ranger-觀眾投稿EP.13 || 矛盾大對決-複製對決抗複製!! ||,2022-05-15,3:22,"3,759",42,19,N/A,N/A,N/A,N/A
ie0KBW7nCDc,Line Rangers隨手拍EP.47 || 消失的Bug之力！愛蜜篇 ||,2023-11-18,3:23,"3,751",60,42,N/A,N/A,N/A,N/A
t6Gja9fCiTQ,Line Rangers-觀眾投稿EP.119 || 王牌捕手饅頭人－這位捕手是來被球砸的吧？||,2023-03-05,2:21,"3,751",37,10,N/A,N/A,N/A,N/A
8YT1qJEG5Vo,Line Ranger隨手拍系列 EP.16 || 偽平民攻略！神裝爛寵開扁主困168！ ||,2023-05-04,3:00,"3,745",37,9,N/A,N/A,N/A,N/A
yfEclFOvApQ,Line Rangers-觀眾投稿EP.473 || 道具袋自行車—屬命加持泡泡超威猛！ ||,2025-04-04,2:59,"3,737",54,30,N/A,N/A,N/A,N/A
vecExPHBBUo,Line Rangers始祖系列 EP.55 || 毛利蘭 空手道服ver.－罕見的七星百大寵 ||,2024-02-17,2:23,"3,734",47,27,N/A,N/A,N/A,N/A
1JrwNaWboM0,Line Rangers-觀眾投稿EP.425 || 土方師傅迪維特－有傷害但不多？ ||,2024-12-17,3:02,"3,732",30,20,N/A,N/A,N/A,N/A
nl_6YtOak-0,Line Rangers-觀眾投稿EP.440 || 點滿傷害！專精攻擊的神樂 ||,2025-01-22,2:34,"3,729",55,6,N/A,N/A,N/A,N/A
aKZRLQawBM8,(有字幕)Line Rangers-觀眾投稿EP.495 || 櫻之戒搖滾－晉升象熊終結者！ ||,2025-06-08,2:34,"3,728",44,24,N/A,N/A,N/A,N/A
AyyRFP1CHZU,Line Rangers-觀眾投稿EP.86 || 雷姆其實是坦克？直接扛羸公會戰！ ||,2022-12-19,1:56,"3,728",36,23,N/A,N/A,N/A,N/A
H-seWp7DP7M,(有字幕)Line Rangers-觀眾投稿EP.477 || 史丹利－出動擊退爆破五人陣！ ||,2025-04-15,3:46,"3,719",51,24,N/A,N/A,N/A,N/A
uhU7d3BslK8,Line Rangers-觀眾投稿EP.91 || 運動莎莉-動不夠久！回去繼續動！ ||,2023-01-02,2:09,"3,714",38,17,N/A,N/A,N/A,N/A
7wI2OQ_vUWE,Line Rangers對決 EP.1 || 恐怖鱷魚牙醫部長 vs 魔國聯邦的盟主 利姆路 ||,2023-01-16,2:14,"3,708",41,36,N/A,N/A,N/A,N/A
uw3zHdPeLQY,Line Ranger || 13關~24關主困敵人技能能力分析 ||,2022-03-25,1:31,"3,700",30,23,N/A,N/A,N/A,N/A
V6Mq9AkPbs8,Line Rangers-觀眾投稿EP.468 || 二連跳艾連－強行突破700點!! ||,2025-03-25,3:06,"3,698",48,15,N/A,N/A,N/A,N/A
tf7g_Qty2Gw,Line Rangers-觀眾投稿EP.576 || 才能黑帝斯－不打對戰的特殊用法！ ||,2026-02-20,5:31,"3,697",37,18,N/A,N/A,N/A,N/A
LN0xM2PFBq8,Line Rangers對決EP.3 || 冰結的魔女愛蜜莉雅 vs 搖滾傳奇熊大 ||,2023-01-30,2:29,"3,697",48,44,N/A,N/A,N/A,N/A
kX_Kv6ZWhNo,(有字幕)Line Rangers隨手拍EP.97 || 時鐘莎莉－紅極一時的礙產坦！ ||,2025-05-22,3:05,"3,685",54,30,N/A,N/A,N/A,N/A
TFVZWU_W25M,Line Rangers-觀眾投稿EP.397 || 扭蛋池的常客！他居然會...？ ||,2024-10-16,3:35,"3,685",46,21,N/A,N/A,N/A,N/A
HjJTw_DVcS8,Line Rangers-觀眾投稿EP.280 || 最機車屬性圈＋最暴力火輸出＝更暴力輸出？ ||,2024-02-10,2:59,"3,682",49,20,N/A,N/A,N/A,N/A
-J1QeHvZ7F8,Line Ranger觀眾求救系列 EP.2 || 主困22關-槌子男很囂張是吧? ||,2022-05-07,2:23,"3,675",32,16,N/A,N/A,N/A,N/A
THltJMVawtQ,Line Rangers-觀眾投稿EP.447 || 暗必中劍助（暗詹篇） ||,2025-02-04,3:33,"3,667",44,17,N/A,N/A,N/A,N/A
AX6EW3Cfnqk,Line Rangers-觀眾投稿EP.399 || 最強平民電暈寵－必中蘑菇開戰！ ||,2024-10-19,3:20,"3,658",47,31,N/A,N/A,N/A,N/A
5JmOkkXPB4o,Line Rangers隨手拍EP.23 || 折彎的湯匙 X 綾里真宵－吃拉麵怎麼能沒有湯匙對吧？ ||,2023-06-07,3:31,"3,657",51,11,N/A,N/A,N/A,N/A
guHb6PrqzuY,Line Rangers-觀眾投稿EP.80 || 梅里獨挑大梁! 是不是每個做壞的角色都是木寵? ||,2022-12-08,2:08,"3,656",36,22,N/A,N/A,N/A,N/A
sN31gRPdlrg,Line Rangers-觀眾投稿EP.285 || 噴漆愛德華－從T0變成倉管？！ || @94Littledevil,2024-02-21,2:48,"3,654",47,22,N/A,N/A,N/A,N/A
s4KpvHHBIBU,(暫無字幕)Line Rangers-觀眾投稿EP.524 || 淀治&帕瓦－沒什麼人討論的增礦？ ||,2025-08-23,3:22,"3,647",44,30,N/A,N/A,N/A,N/A
ycG4l7T1vwY,Line Rangers-觀眾投稿EP.272 || 她有最強的輔助技能？ ||,2024-01-26,3:14,"3,633",49,7,N/A,N/A,N/A,N/A
l8vuLfFaEw4,Line Rangers-觀眾投稿EP.212 || 光屬唯一變身寵－如果你工作壓力山大… ||,2023-09-07,3:05,"3,609",42,15,N/A,N/A,N/A,N/A
XhJfAs8lRJg,Line Rangers-觀眾投稿EP.71 || 鬼之後移！當雷姆遇到一群沒技閃的傢伙時... ||,2022-11-22,2:07,"3,606",24,17,N/A,N/A,N/A,N/A
iuVlL3gV2S4,Line Rangers-觀眾投稿EP.271 || 騎士莎莉&毽子板－用普攻打穿滿級空軍！ ||,2024-01-23,2:54,"3,603",46,21,N/A,N/A,N/A,N/A
e33LuGU9N_M,Line Rangers隨手拍EP.84 || 新智慧三神柱與魔王的對決 ||,2025-01-25,1:54,"3,600",46,12,N/A,N/A,N/A,N/A
pGHqIn4c1yE,Line Rangers-觀眾投稿EP.383 || 賭徒的前身金恩！曾經的百大寵！ ||,2024-09-25,2:40,"3,599",44,10,N/A,N/A,N/A,N/A
5qLfiPPw4WE,Line Rangers隨手拍EP.122 || 毅力淀治－抗衡河童的最佳解方！ ||,2025-11-25,3:19,"3,598",40,14,N/A,N/A,N/A,N/A
CGbnYC9FiaY,Line Rangers-觀眾投稿EP.545 || 救生員榮恩－超無感的1.3萬%傷害？ ||,2025-11-04,3:52,"3,587",38,23,N/A,N/A,N/A,N/A
7r4OBGz2ULQ,Line Rangers P寵大全 EP.4 || 巴尼爾－最強合作系列...但P寵例外？ ||,2023-12-20,3:33,"3,587",46,10,N/A,N/A,N/A,N/A
K3KpPkTTckE,Line Rangers始祖系列 EP.47 || 冰塊熊大－遊戲翻轉的根基，八星角色的始祖 ||,2023-08-28,2:40,"3,574",42,5,N/A,N/A,N/A,N/A
M11ivhIS76Q,Line Rangers隨手拍EP.31 || 新免費角色實測！新手過渡寵+1? ||,2023-08-07,3:39,"3,573",39,21,N/A,N/A,N/A,N/A
dUoNj9k0x7w,Line Rangers-觀眾投稿EP.534 || 草帽惠惠－火系輸出再上一層？ ||,2025-09-23,3:00,"3,572",48,26,N/A,N/A,N/A,N/A
TREXGeLdrfE,Line Rangers隨手拍EP.33 || 進攻也可以停產？實戰效果測試！ ||,2023-08-21,1:56,"3,569",48,31,N/A,N/A,N/A,N/A
YZL6h3HAgy8,Line Rangers始祖系列 EP.33 || 終極飛行器莎莉－至今仍然堪用的始祖寵！ ||,2023-02-09,2:40,"3,569",43,18,N/A,N/A,N/A,N/A
LKiQZZ2NssY,Line Rangers始祖系列 EP.49 || 沐浴女神兔兔－範圍無敵的先驅者 ||,2023-10-03,2:09,"3,568",52,6,N/A,N/A,N/A,N/A
rYefZcG5hbo,Line Rangers始祖系列EP.38 || 紅色熊大－堅守戰線的第一把交椅 ||,2023-03-10,1:49,"3,566",40,5,N/A,N/A,N/A,N/A
ZIMsv3dZhZ0,Line Rangers-觀眾投稿EP.453 || 五人陣重置寵—芙莉蓮參戰！ ||,2025-02-16,3:36,"3,562",49,20,N/A,N/A,N/A,N/A
J2Ls7DCGqlY,(有字幕)Line Rangers 數據分析EP.70 || 屬性轉換vs一技能重置！水打地位誰更優？ ||,2025-04-24,5:51,"3,559",52,23,N/A,N/A,N/A,N/A
hrYc_QIx360,Line Rangers-觀眾投稿EP.161 || 假如這群人會複製分身...？ ||,2023-05-26,2:02,"3,556",47,5,N/A,N/A,N/A,N/A
swEIIw23feg,Line Rangers-觀眾投稿EP.405 || 陰陽師熊大，數值不錯但技能就… ||,2024-11-04,3:39,"3,555",47,13,N/A,N/A,N/A,N/A
7WIeuA8NFWA,Line Rangers P寵大全 EP.6 || 阿烏拉－水貓低配版！近期最強技能組？ ||,2024-02-24,2:59,"3,555",41,19,N/A,N/A,N/A,N/A
Btv8UPeD97o,Line Rangers-觀眾投稿EP.138 || 同歸於盡刃牙，似乎有點搞頭？ ||,2023-04-21,1:36,"3,548",34,12,N/A,N/A,N/A,N/A
DXb9SPgKOdM,Line Rangers-觀眾投稿EP.205 || 超猛電暈15秒！球棒賭徒兔兔實戰 ||,2023-08-23,3:16,"3,547",40,7,N/A,N/A,N/A,N/A
ovkgnaxGPDg,Line Rangers-觀眾投稿EP.200特別企劃 || 觀眾參戰！我被大家給虐殺？ ||,2023-08-09,6:32,"3,546",45,29,N/A,N/A,N/A,N/A
AgGfBAxlSP0,Line Rangers全員參戰-始祖篇1,2023-04-06,1:09,"3,537",70,25,N/A,N/A,N/A,N/A
TOUV8cEwJ_4,Line Rangers隨手拍EP.128 || 別西卜吉他(?)－這其實是約兒專武:) ||,2026-02-06,5:32,"3,529",38,9,N/A,N/A,N/A,N/A
PXPnJYijoek,(有CC字幕)Line Rangers直播精華 || 史上最扯代抽運氣！？ ||,2025-04-09,6:42,"3,529",64,33,N/A,N/A,N/A,N/A
w1lFNBKijq8,Line Rangers始祖系列 EP.20 || 超級滑板狂人-用滑板閃瞎你的雙眼 ||,2022-10-02,2:54,"3,527",29,8,N/A,N/A,N/A,N/A
tefzLBzVtpI,(有字幕)Line Rangers隨手拍EP.106 || 滑冰詹姆士－無感的減冷卻才能？ ||,2025-09-01,5:33,"3,509",35,12,N/A,N/A,N/A,N/A
aGVhxZWBTis,Line Rangers-觀眾投稿EP.284 || 月神熊大－跑跑大佬的必備寵！ || @94Littledevil,2024-02-20,2:53,"3,503",39,13,N/A,N/A,N/A,N/A
ulC3E1gnl0w,(有字幕)Line Rangers-觀眾投稿EP.510 || 超快速堆寵！6隻夥伴分身的組隊！ ||,2025-07-12,4:33,"3,476",47,11,N/A,N/A,N/A,N/A
LqVjkT7tpu8,Line Rangers始祖系列 EP.18 || 開著Yaris的熊大&衝刺鳥-老鳥合作寵合輯 ||,2022-09-18,1:56,"3,451",32,20,N/A,N/A,N/A,N/A
FQ7pimNZmvM,Line Rangers-觀眾投稿EP.157 || 蚯蚓的噩夢！最害惡的防風搖滾 ||,2023-05-21,2:31,"3,444",42,12,N/A,N/A,N/A,N/A
QXmS0Q1wkXU,Line Rangers || 對空扭蛋驚喜復刻！全對空分析！ ||,2024-07-20,1:44,"3,435",55,12,N/A,N/A,N/A,N/A
sd-xh5Rtjhw,Line Rangers 數據分析EP.3 || PVP結算分數是在高幾點的!?兩分鐘帶你了解原因! ||,2022-10-27,2:24,"3,434",49,36,N/A,N/A,N/A,N/A
BLZ62INjEvE,Line Rangers-觀眾投稿EP.229 || 沒破無敵又如何？龍宮後移嗨起來！ ||,2023-10-10,1:58,"3,433",37,18,N/A,N/A,N/A,N/A
wXh1vGXnSXg,Line Rangers-觀眾投稿EP.465 || 可可亞艾勒－180等也是挺兇殘！ || @94Littledevil,2025-03-20,3:00,"3,429",42,19,N/A,N/A,N/A,N/A
LubsFGQarJg,Line Rangers-觀眾投稿EP.171 || 猛男奧利巴，技能媲美魔術熊？ ||,2023-06-12,3:33,"3,428",47,22,N/A,N/A,N/A,N/A
RjFuCCXjb_o,Line Rangers P寵大全EP.21 || 造物神兔兔－靠誘惑打架的奇蹟寵！ ||,2025-08-26,3:46,"3,427",47,9,N/A,N/A,N/A,N/A
X0dJYnkSbBo,Line Rangers-觀眾投稿EP.456 || 絕命戰機莎莉－強化雙控場傳奇站！ ||,2025-02-27,3:19,"3,425",41,14,N/A,N/A,N/A,N/A
uemPu897eVQ,Line Rangers-觀眾投稿EP.542番外篇 || 恩琴＋蘿蔔－長達15分鐘的對戰！？ ||,2025-10-22,3:59,"3,424",40,10,N/A,N/A,N/A,N/A
qoBoiRez22Q,Line Rangers-觀眾投稿EP.52 || 噴漆愛德華-何謂從頭打到尾？ || @fortuneteller777,2022-09-29,3:04,"3,422",30,26,N/A,N/A,N/A,N/A
GFE1gfYnN2w,Line Rangers-觀眾投稿EP.95 || 艾連突破......不向前，反而向後?? ||,2023-01-12,2:11,"3,419",47,21,N/A,N/A,N/A,N/A
raN2Ltu6kIM,Line Rangers-觀眾投稿EP.330 || ai不給贏的對戰？一隻阿克婭的反殺！ ||,2024-05-26,2:15,"3,412",51,25,N/A,N/A,N/A,N/A
RCGo_zll6fA,(有字幕)Line Rangers-觀眾投稿EP.519 || 血紗阿克婭－抗性沒滿照樣扛傷！？ ||,2025-08-08,3:23,"3,406",43,11,N/A,N/A,N/A,N/A
B2oTxs6NjEA,Line Rangers-觀眾投稿EP.430 || 滑冰饅頭人—新跑跑坦克登場！ ||,2025-01-03,3:30,"3,402",29,14,N/A,N/A,N/A,N/A
3ioX2Scinkk,貓咪大戰爭－隨手拍EP.2 || 三階異弟登場！小丑速攻拆塔流 ||,2024-10-23,1:55,"3,372",29,12,N/A,N/A,N/A,N/A
-HbSSq8AzqQ,Line Rangers P寵大全 EP.9 || 烤肉串熊大－超強的攻擊技能？ ||,2024-05-23,2:43,"3,372",39,13,N/A,N/A,N/A,N/A
b27cx254u8A,Line Ranger隨手拍系列 EP.15 || 手機崩潰警告！超平民虐殺主困156！ ||,2023-05-03,2:54,"3,369",47,22,N/A,N/A,N/A,N/A
koEgm7FG1nI,Line Rangers-觀眾投稿EP.413 || 傳奇唯一水貓！九星滿等超威？ ||,2024-11-16,2:33,"3,365",53,12,N/A,N/A,N/A,N/A
M0qdztNlI9g,Line Ranger-觀眾投稿EP.6 || 魅惑始祖-上吧我的隨從 ||,2022-01-25,4:06,"3,364",19,21,N/A,N/A,N/A,N/A
emVgGOPoS-4,(有字幕)Line Rangers直播精華 || 2400紅寶石收下四隻智慧！？ ||,2025-07-19,7:23,"3,340",61,31,N/A,N/A,N/A,N/A
RJvu4xDE4ek,Line Rangers-觀眾投稿EP.256 || 這玩家太狠了...居然用普攻打主困 ||,2023-12-16,1:46,"3,319",40,14,N/A,N/A,N/A,N/A
QSBjrggyT9A,Line Rangers-觀眾投稿EP.244 || 遊戲最廣電暈，你知道他嗎？ ||,2023-11-21,2:29,"3,311",50,10,N/A,N/A,N/A,N/A
p2yM4e8tXbU,Line Rangers-觀眾投稿EP.55 || 是妹子欸！好暈好暈！-王者候補者 愛蜜莉雅 ||,2022-10-05,5:12,"3,304",31,27,N/A,N/A,N/A,N/A
DSTs4y-KyF4,Line Rangers隨手拍EP.88 || 時鐘莎莉－停產坦克第一選擇！ ||,2025-03-10,3:06,"3,290",37,17,N/A,N/A,N/A,N/A
K3gBdc0UUBo,Line Rangers-觀眾投稿EP.30 || 妨礙的極致-增礦+礙礦+礙產+停產的防守 ||,2022-07-10,3:26,"3,279",33,6,N/A,N/A,N/A,N/A
hcK1eNd6sYk,Line Rangers-觀眾投稿EP.436 || 揮毫部長—專剋制妖精兔!! ||,2025-01-15,2:50,"3,276",31,17,N/A,N/A,N/A,N/A
mNamQAIiVd0,Line Rangers-觀眾投稿EP.147 || 利用機關扁無限塔！效果非常紓壓!? ||,2023-05-08,2:58,"3,275",35,18,N/A,N/A,N/A,N/A
QRYMApGMrm4,Line Rangers-觀眾投稿EP.266 || 迪亞布羅－不被看好的增礦? ||,2024-01-16,2:40,"3,271",48,17,N/A,N/A,N/A,N/A
mZaKQrhp1v0,Line Rangers隨手拍EP.124 || 偶像莎莉－有翻身但只翻一點... ||,2025-12-27,4:36,"3,264",37,28,N/A,N/A,N/A,N/A
Cd0fLLPBrzc,Line Rangers-觀眾投稿EP.163 || 你沒看錯！大師場居然出現這幾隻角色 ||@94Littledevil,2023-05-30,1:46,"3,262",38,12,N/A,N/A,N/A,N/A
1ARUBE3m-ec,Line Rangers P寵大全EP.22 || 賈巴－免費的波奇塔莎莉？ ||,2025-10-16,2:28,"3,261",41,11,N/A,N/A,N/A,N/A
oL75rShdVqI,Line Rangers-觀眾投稿EP.60 || 最速主困通關-開始即結束？？ ||,2022-10-20,0:38,"3,255",36,15,N/A,N/A,N/A,N/A
o7hDAwsWqkI,Line Rangers-觀眾投稿EP.564 || 才能劍客熊－血淋淋的翻身大失敗！ ||,2026-01-05,4:28,"3,254",42,9,N/A,N/A,N/A,N/A
oS0EJFtBB5U,Line Rangers始祖系列 EP.34 || 用那些老寵，打那些老關卡！ ||,2023-02-19,4:15,"3,254",41,19,N/A,N/A,N/A,N/A
9gavPF3WV0s,Line Rangers觀眾求救系列 EP.13 || 主困108關-好像不存在又存在的Boss ||,2022-08-04,2:09,"3,250",36,11,N/A,N/A,N/A,N/A
eOTZT3k50Ig,Line Rangers-觀眾投稿EP.423 || 銀時的木刀！小月傘飛寵神裝？ ||,2024-12-11,2:32,"3,243",39,28,N/A,N/A,N/A,N/A
zw4kUmhbvu4,Line Rangers-觀眾投稿EP.384 || 超人力霸王大河－智慧型崩壞的開端! ||,2024-09-26,2:53,"3,240",53,20,N/A,N/A,N/A,N/A
kYb6bjDmH5g,Line Rangers-觀眾投稿EP.168 || 超強跑跑寵叛逆期饅頭人－你一定是台中人對吧？ ||,2023-06-09,4:07,"3,239",46,14,N/A,N/A,N/A,N/A
QvDcb-ifTws,(有字幕)Line Rangers-觀眾投稿EP.530 || 手套怕瓦－貫穿加持後的敏打手！ ||,2025-09-14,2:50,"3,238",45,21,N/A,N/A,N/A,N/A
VPdfKqlqv2Q,(有字幕)Line Rangers隨手拍EP.109 || 問卷調查－剛好來聊聊一些想法！ ||,2025-09-11,11:58,"3,237",59,44,N/A,N/A,N/A,N/A
UCSO-ANJ6M4,Line Rangers-觀眾投稿EP.449 || 暗必中劍助（狂徒篇） ||,2025-02-08,3:23,"3,237",39,26,N/A,N/A,N/A,N/A
CEKPI9KQntI,Line Rangers-觀眾投稿EP.474 || 道具袋搖滾—合作光屬強終於登場！ ||,2025-04-07,3:03,"3,233",51,29,N/A,N/A,N/A,N/A
zECepLuFEkc,Line Rangers-觀眾投稿EP.155 || 主唱艾連配－利用卡位打爆對手 ||,2023-05-18,2:33,"3,226",40,11,N/A,N/A,N/A,N/A
B30t8qHg7nY,Line Ranger || 85關~96關主困敵人技能能力分析 ||,2022-03-08,2:04,"3,218",30,3,N/A,N/A,N/A,N/A
OhwpwjF-E7c,(有CC字幕)Line Rangers直播精華 || 兩千鑽奇蹟？這肯定是青蛙裝加倍！ ||,2025-02-09,6:30,"3,208",55,20,N/A,N/A,N/A,N/A
quRjK3AjPyE,Line Rangers-觀眾投稿EP.69 || 飛寵的逆襲-樓下的慢慢打，我先來去偷塔 ||,2022-11-18,1:27,"3,205",20,9,N/A,N/A,N/A,N/A
cAtvPC7JRjA,Line Rangers始祖系列 EP.4 ||時光旅人詹姆士-我打打打打打!!! ||,2022-07-18,2:12,"3,205",32,32,N/A,N/A,N/A,N/A
a_S8dXlYI6k,Line Rangers對決EP.5 || 必中再戰！冰結的魔女愛蜜莉雅 vs 搖滾傳奇熊大 ||,2023-04-08,2:25,"3,200",46,36,N/A,N/A,N/A,N/A
RrIALEQIQqA,Line Rangers-觀眾投稿EP.167 || 惹不起的哥布林殺手－毅力的創始者 ||,2023-06-06,4:11,"3,199",45,17,N/A,N/A,N/A,N/A
6xRYxs26Ro0,Line Rangers-觀眾投稿EP.72 || 弓盔戒魔人 ||,2022-11-24,1:51,"3,188",33,16,N/A,N/A,N/A,N/A
jntiyL-glFk,Line Rangers-觀眾投稿EP.565 || 安妮亞x蘿蔔－擊退與誘惑的結合技！ ||,2026-01-09,4:30,"3,184",39,10,N/A,N/A,N/A,N/A
ws6jo7AO5w4,Line Rangers始祖系列 EP.52 || 熊大&兔兔的限定裝－這些裝備你認識嗎？ ||,2023-10-23,2:16,"3,183",42,9,N/A,N/A,N/A,N/A
_H1kX9-Kg6U,Line Rangers隨手拍EP.45 || 消失的Bug之力！雷姆篇 ||,2023-11-11,3:05,"3,182",56,32,N/A,N/A,N/A,N/A
noenw5QqcVQ,Line Rangers-觀眾投稿EP.354 || 版本更新的受益者！騎士莎莉的高光時刻 ||,2024-07-18,3:20,"3,176",35,13,N/A,N/A,N/A,N/A
meOCzHnR6nQ,Line Rangers始祖系列 EP.54 || 愛德華‧愛力克－曾經的超強坦攻！ ||,2024-02-16,2:44,"3,176",44,12,N/A,N/A,N/A,N/A
4OStvN8xY5g,(有字幕)Line Rangers-觀眾投稿EP.489 || 滿級女僕兔－五月結束就倉庫見！ ||,2025-05-29,2:42,"3,171",48,8,N/A,N/A,N/A,N/A
0ODjDfGMs9A,Line Rangers-觀眾投稿EP.559 || 魯迪烏斯－木貫穿&停產的代表！ ||,2025-12-17,6:39,"3,164",31,16,N/A,N/A,N/A,N/A
MCIkFhkrARw,(有字幕)Line Rangers-觀眾投稿EP.527 || 草帽四怨－首件平民技閃防具！ ||,2025-09-08,4:01,"3,164",38,18,N/A,N/A,N/A,N/A
IMG8OLq-_qg,Line Rangers隨手拍EP.115 || YouTube政策更新！抽寵抽裝未來將加上年齡限制？ ||,2025-10-31,5:07,"3,163",44,16,N/A,N/A,N/A,N/A
wSmRpsXMaVA,Line Rangers-觀眾投稿EP.359 || 全員穿透Bug！無視敵軍直接拆塔 ||,2024-07-30,1:07,"3,157",46,19,N/A,N/A,N/A,N/A
8i--CYixXww,Line Rangers-觀眾投稿EP.549 || 小丑錘河童－跑跑武器重返榮耀！ ||,2025-11-26,3:32,"3,149",33,12,N/A,N/A,N/A,N/A
LZ9lXIbngKE,Line Rangers-觀眾投稿EP.152 || 老里維上陣！傷害不行，效果卻不差？ ||,2023-05-15,3:31,"3,146",34,17,N/A,N/A,N/A,N/A
s0YbwBkp5Og,(有字幕)Line Rangers 數據分析EP.76 || 惠惠vs四怨－爆烈魔法與弦五的對決？ ||,2025-06-19,4:39,"3,125",55,18,N/A,N/A,N/A,N/A
I9ngcpPgnOw,(有字幕)Line Rangers 數據分析EP.72 || 迷宮首次更新！小怪弱化、新敵人魔王登場！ ||,2025-05-14,4:38,"3,121",49,19,N/A,N/A,N/A,N/A
4ZHTLt5sXwk,Line Rangers全員參戰-合作寵篇2,2023-04-15,1:09,"3,121",47,21,N/A,N/A,N/A,N/A
O7-LZIW-BB0,Line Rangers-觀眾投稿EP.84 || 在外靠朋友-看過PVP好友幫你翻盤嗎？ ||,2022-12-17,1:34,"3,120",44,17,N/A,N/A,N/A,N/A
P87pXC0R1qY,Line Ranger-觀眾投稿EP.14 || 大師級對決-神仙打架!? ||,2022-05-22,2:49,"3,120",30,31,N/A,N/A,N/A,N/A
OrCwplfoGlQ,Line Rangers || 個人化商店更新！各禮包價值比一比 ||,2023-06-16,1:20,"3,116",30,14,N/A,N/A,N/A,N/A
g2ucjFHjBeY,(有字幕)Line Rangers-觀眾投稿EP.521 || 小紅－歪出滿才能的心酸？ ||,2025-08-12,3:32,"3,113",33,10,N/A,N/A,N/A,N/A
